% Nc rt1 rt2
11	15.25	1.84
12	18.37	1.88
13	21.30	1.92
14	24.23	1.92
15	26.98	1.94
16	29.55	1.96
17	31.93	1.98
18	34.32	1.98
19	36.52	2.00
20	38.72	2.08
21	40.73	2.02
22	42.57	2.06
23	44.40	2.06
24	46.23	2.08
25	47.88	2.10
26	49.53	2.12
