% rt1 rt2 A B S E V L
19.9017	1.3038	0.0000	0.0000	0.0000	0.0000	1.3767	4.1820
25.0378	1.2643	0.0000	0.0000	0.0000	0.0000	1.5176	4.6860
29.7788	1.2346	0.0000	0.0000	0.0000	0.0000	1.6585	5.1910
34.3222	1.2544	0.0000	0.0000	0.0000	0.0000	1.7994	5.6960
42.6190	1.2445	0.0000	0.0000	0.0000	0.0000	2.0812	6.7100
49.9280	1.2445	0.0000	0.0000	0.0000	0.0000	2.3630	7.7100
62.1756	1.2741	0.0000	0.0000	0.0000	0.0000	2.9266	9.7400
67.3117	1.3433	0.0000	0.0000	0.0000	0.0000	3.2084	10.7300
72.0527	1.4124	0.0000	0.0000	0.0000	0.0000	3.4902	11.7600
38.0755	2.2717	0.0000	0.0900	0.4800	1.0970	1.3529	5.7250
33.3345	2.0939	0.0000	0.0000	0.8500	1.0190	1.3210	5.4210
20.4943	2.2717	0.0000	0.1500	0.5000	0.6040	1.1391	4.2300
25.8279	2.1433	0.0000	0.1500	0.5010	0.5530	1.2800	4.1300
30.7665	1.9952	0.0000	0.1500	0.5100	0.5940	1.4209	5.2300
35.5075	1.9655	0.0000	0.1500	0.5000	0.5910	1.5620	5.7200
39.8534	1.9260	0.0000	0.1500	0.4800	0.5770	1.7029	6.2190
44.0018	1.8371	0.0000	0.1500	0.4800	0.5790	1.8436	6.7140
51.5084	1.7878	0.0000	0.1500	0.4700	0.5790	2.1254	7.7080
30.3714	3.5261	0.0000	0.2000	0.9370	1.0710	1.0854	5.1610
35.5075	3.2594	0.0000	0.2500	0.8100	1.3040	1.2260	5.6170
36.1001	3.4274	0.0000	0.2000	0.9000	1.3440	1.2260	5.8020
41.4337	4.0891	0.0000	0.2000	1.1400	1.7500	1.2200	6.1800
42.8165	3.8422	0.0000	0.2000	1.0400	1.6040	1.2586	6.4690
44.1993	3.7138	0.0000	0.1700	1.0200	1.4070	1.2700	6.7200
46.7674	3.7632	0.0000	0.2000	1.0600	1.5880	1.3570	6.9220
53.2862	4.4842	0.0000	0.2600	1.2900	2.0550	1.4540	7.6320
53.6813	4.4052	0.0000	0.2600	1.3400	2.2900	1.4540	7.5680
61.7805	4.8497	0.0000	0.2000	1.5300	2.3770	1.5850	8.8270
63.1633	5.2744	0.0000	0.2800	1.7100	2.8080	1.5850	8.8330
71.8552	5.8867	0.0000	0.3300	1.7000	2.9920	1.8230	10.2900
72.0527	6.1139	0.0000	0.3600	1.7300	3.0270	1.8230	10.3340
21.8771	2.8545	0.0000	0.0200	0.6880	0.9520	0.9612	4.4100
22.0746	2.9335	0.0000	0.0200	0.7500	0.8250	0.9612	4.4350
23.2599	3.0718	0.0000	0.0400	0.7720	0.9640	0.9612	4.5180
29.9763	2.9730	0.0000	0.0000	0.7410	0.9700	1.0836	5.2480
51.1133	3.1607	0.0000	0.0000	0.9900	1.4900	1.4510	7.6600
56.4469	3.3977	0.0000	0.0550	1.3500	1.7500	1.6043	8.2800
58.8174	3.3187	0.0000	0.0000	1.3300	1.9200	1.6398	9.3500
63.7560	3.3582	0.0000	0.0000	1.4700	2.0600	1.7622	8.8000
68.2994	4.1286	0.0000	0.0000	1.6700	2.0100	1.8491	9.5900
66.9166	3.7434	0.0000	0.0000	1.6700	2.0100	1.8491	9.4000
71.2625	4.4249	0.0000	0.0000	1.6100	2.2000	1.8846	9.9600
69.8798	3.8817	0.0000	0.0000	1.6100	2.2000	1.8846	10.2200
68.2994	3.5064	0.0000	0.0000	1.6100	2.2000	1.8846	10.0800
72.2503	4.2768	0.0000	0.0000	1.8300	2.1400	1.9715	10.2000
74.8183	4.5632	0.0000	0.0000	1.7500	2.3400	2.0070	10.5800
73.4355	4.0002	0.0000	0.0000	1.7500	2.3400	2.0070	10.8900
38.6681	3.5558	0.0000	0.1400	1.0000	1.4500	1.2078	5.8340
65.3363	3.4372	0.0600	0.1400	1.4000	1.8000	2.0500	9.4200
67.3117	4.1879	0.0200	0.0200	1.7100	1.7600	2.1000	9.8800
