% Nc rt1 rt2
9	31.44	2.32
10	48.23	2.41
11	66.83	2.06
12	85.60	1.92
13	103.47	1.72
14	120.44	1.62
15	136.51	1.60
16	151.85	1.55
17	166.12	1.46
18	178.57	1.45
19	190.49	1.46
20	202.04	1.44
21	213.23	1.48
22	223.88	1.50
23	233.99	1.50
24	243.56	1.52
25	252.95	1.54
26	262.16	1.60
27	270.82	1.62
28	279.31	1.66
29	287.43	1.73
30	295.37	1.78
31	303.14	1.81
32	310.54	1.87
33	317.76	1.94
34	324.80	2.03
35	331.66	2.16
36	338.16	2.24
37	344.66	2.37
38	350.97	2.49
39	357.65	2.76
40	364.69	2.94
