% A B S E V L
0.0000	0.0000	0.0000	0.0000	1.3767	4.1820	1
0.0000	0.0000	0.0000	0.0000	1.5176	4.6860	1
0.0000	0.0000	0.0000	0.0000	1.6585	5.1910	1
0.0000	0.0000	0.0000	0.0000	1.7994	5.6960	1
0.0000	0.0000	0.1000	0.2250	0.8454	2.9070	1
0.0000	0.0000	0.1000	0.4130	1.1272	4.3290	1
0.0000	0.0000	0.1000	0.5590	1.6908	6.1900	1
0.0000	0.1400	0.3000	0.5150	0.7594	2.9170	1
0.0000	0.2000	0.4400	0.7600	1.5618	6.0550	1
0.0000	0.1000	0.2000	0.3600	0.9433	3.3190	1
0.0000	0.1200	0.3500	0.5300	1.1821	4.3800	1
0.0000	0.0900	0.3500	0.0660	0.2671	0.0570	2
0.0000	0.1500	0.3500	0.0170	0.6898	1.7520	2
0.0000	0.1600	0.3500	0.0020	0.8307	2.4400	2
0.0000	0.1500	0.3500	-0.0200	1.3943	4.6060	2
0.0000	0.0000	-0.2000	-0.5500	0.3199	-0.8190	2
0.0000	0.0000	-0.2000	-0.6000	0.4600	-0.1200	2
0.0000	0.1000	0.4000	0.2100	0.7946	2.7220	2
0.0000	0.0900	0.4000	0.1910	1.3582	4.7080	2
0.0000	0.0000	0.3800	0.4580	0.7391	2.8230	2
0.1300	0.1300	0.6800	0.4990	0.7576	3.2900	2
0.0000	0.0000	0.6800	0.6800	1.1248	4.7180	2
0.0000	0.5000	1.2800	1.4500	1.5800	7.5900	2
0.0000	0.1000	0.5200	1.0190	1.3206	5.4210	2
0.0000	0.0900	0.4800	1.0970	1.3529	5.7250	2
0.1200	0.1300	0.4000	-0.2300	0.8004	1.7500	2
0.0000	0.1200	0.4000	0.3600	0.8472	3.1050	2
0.0000	0.1200	0.4000	0.3390	1.4108	5.1430	2
0.1100	0.0700	0.6900	0.7140	0.5995	2.8860	2
0.1500	0.0600	0.6800	0.9740	0.7745	3.7840	2
0.0000	0.0000	1.0900	1.8000	1.4404	6.9300	2
0.0500	0.1700	0.6900	1.2000	0.7659	3.8570	2
0.0400	0.0800	0.6800	2.0800	0.9068	4.3000	2
0.0000	0.1500	0.4000	0.6150	1.2122	4.6200	2
0.0000	0.1500	0.4000	0.5980	1.6349	6.2690	2
0.0000	0.1400	0.4000	0.6280	0.9304	3.6280	2
0.0000	0.1400	0.2900	0.5690	0.7164	2.7860	1
0.0000	0.1400	0.5160	0.5640	0.8573	3.3250	1
0.0000	0.1500	0.5000	0.6040	1.1391	4.2300	1
0.0000	0.1500	0.5010	0.5530	1.2800	4.1300	1
0.0000	0.1500	0.5100	0.5940	1.4209	5.2300	1
0.0000	0.1500	0.4800	0.5790	1.8436	6.7140	1
0.0000	0.1500	0.4700	0.5790	2.1254	7.7080	1
0.0000	0.1000	0.5700	0.4770	0.7340	2.7880	2
0.0000	0.0600	0.5800	0.3740	0.7516	2.7760	2
0.0000	0.0600	0.6000	0.3840	0.7516	2.7660	2
0.0000	0.0000	0.6200	0.2530	0.7692	2.8800	2
0.0000	0.0000	0.5900	0.2900	0.7868	2.7300	2
0.0000	0.0200	0.6880	0.9520	0.9612	4.4100	2
0.0000	0.0200	0.7500	0.8250	0.9612	4.4350	2
0.0000	0.0400	0.7720	0.9640	0.9612	4.5180	2
0.0000	0.0000	0.7410	0.9700	1.0836	5.2480	2
0.0000	0.0000	0.9900	1.4900	1.4510	7.6600	2
0.0000	0.0900	0.7300	0.8820	0.8914	4.0410	2
0.0000	0.0400	0.8600	1.1500	1.0664	5.3240	2
0.0000	0.0400	0.8800	1.1700	1.0664	5.3270	2
0.0000	0.0000	1.0200	1.4500	1.2414	6.3070	2
0.0000	0.0000	1.2400	1.8300	1.4164	7.5700	2
0.0000	0.1200	0.8200	1.1880	0.9746	4.5020	2
0.0000	0.0900	1.0700	1.8300	1.2328	6.3770	2
0.0000	0.0600	1.1500	1.8000	1.2328	6.2550	2
0.0000	0.2000	0.9370	1.0710	1.0854	5.1610	1
0.0000	0.2000	0.9000	1.3440	1.2260	5.8020	1
0.0000	0.2000	1.1400	1.7500	1.2200	6.1800	1
0.0000	0.2000	1.0400	1.6040	1.2586	6.4690	1
0.0000	0.1700	1.0200	1.4070	1.2700	6.7200	1
0.0000	0.2000	1.0600	1.5880	1.3570	6.9220	1
0.0000	0.2600	1.2900	2.0550	1.4540	7.6320	1
0.0000	0.2900	1.7100	2.8080	1.5850	8.8330	1
0.0000	0.3300	1.7000	2.9920	1.8230	10.2900	1
0.0000	0.3600	1.7300	3.0270	1.8230	10.3340	1
0.0000	0.0550	1.3500	1.7500	1.6043	8.2800	2
0.0000	0.0000	1.3300	1.9200	1.6398	9.3500	2
0.0000	0.0000	1.4700	2.0600	1.7622	8.8000	2
0.0000	0.0000	1.6700	2.0100	1.8491	9.4000	2
0.0000	0.0000	1.6100	2.2000	1.8846	10.2200	2
0.0000	0.0000	1.6100	2.2000	1.8846	10.0800	2
0.0000	0.0000	1.7500	2.3400	2.0070	10.8900	2
0.0000	0.1600	1.3600	1.8000	2.0500	9.4200	2
