   1.8886360e+00	   1.7942760e+00	
   2.1396280e+00	   2.0553480e+00	
   2.3911180e+00	   2.3169380e+00	
   2.6426080e+00	   2.5785280e+00	
   1.2780860e+00	   1.2151010e+00	
   1.9907540e+00	   1.9650450e+00	
   2.9210360e+00	   2.9394090e+00	
   1.3280260e+00	   1.3714710e+00	
   2.9232300e+00	   3.1057700e+00	
   1.5055020e+00	   1.5034020e+00	
   2.0664600e+00	   2.1630200e+00	
  -9.7530000e-02	  -1.0923800e-01	
   7.4540400e-01	   7.6529300e-01	
   1.0876680e+00	   1.1206120e+00	
   2.1658080e+00	   2.2410380e+00	
  -6.5306200e-01	  -9.6589200e-01	
  -3.0616000e-01	  -6.0736000e-01	
   1.2425960e+00	   1.3141060e+00	
   2.2311680e+00	   2.3415050e+00	
   1.2950460e+00	   1.3709720e+00	
   1.6018460e+00	   1.8458790e+00	
   2.3010840e+00	   2.5642440e+00	
   3.8638200e+00	   4.4984100e+00	
   2.6289140e+00	   2.8479870e+00	
   2.7745780e+00	   2.9848770e+00	
   7.6298000e-01	   8.1093000e-01	
   1.4369300e+00	   1.5231500e+00	
   2.4513500e+00	   2.5773430e+00	
   1.4052140e+00	   1.6531420e+00	
   1.8617580e+00	   2.1407560e+00	
   3.5074400e+00	   4.0573100e+00	
   1.8929360e+00	   2.1748460e+00	
   2.1315200e+00	   2.4576400e+00	
   2.1975200e+00	   2.3260250e+00	
   3.0183140e+00	   3.1790000e+00	
   1.7038160e+00	   1.8130920e+00	
   1.2621840e+00	   1.3009170e+00	
   1.5734260e+00	   1.7273420e+00	
   2.0220360e+00	   2.1885240e+00	
   1.9712020e+00	   2.1337560e+00	
   2.5216960e+00	   2.7123440e+00	
   3.2546680e+00	   3.4604010e+00	
   3.7477800e+00	   3.9687630e+00	
   1.3141720e+00	   1.4782610e+00	
   1.3076240e+00	   1.4712620e+00	
   1.3066840e+00	   1.4798520e+00	
   1.3641120e+00	   1.5426630e+00	
   1.2846000e+00	   1.4480000e+00	
   2.1557480e+00	   2.4292360e+00	
   2.1769300e+00	   2.4736550e+00	
   2.2257800e+00	   2.5408840e+00	
   2.5835740e+00	   2.8992070e+00	
   3.8445400e+00	   4.3481400e+00	
   1.9782860e+00	   2.2605500e+00	
   2.6483520e+00	   3.0290620e+00	
   2.6541260e+00	   3.0450960e+00	
   3.1754860e+00	   3.6640360e+00	
   3.8553800e+00	   4.4889100e+00	
   2.2323080e+00	   2.5798440e+00	
   3.2289660e+00	   3.7599260e+00	
   3.1826900e+00	   3.7468400e+00	
   2.5799120e+00	   2.9893000e+00	
   2.8986520e+00	   3.3165600e+00	
   3.1422400e+00	   3.6979100e+00	
   3.2636580e+00	   3.7719460e+00	
   3.3801280e+00	   3.8749170e+00	
   3.4926680e+00	   4.0185240e+00	
   3.9011560e+00	   4.5696510e+00	
   4.5971260e+00	   5.5194920e+00	
   5.3252280e+00	   6.2807520e+00	
   5.3536800e+00	   6.3256190e+00	
   4.2279400e+00	   4.9228400e+00	
   4.7610800e+00	   5.4761100e+00	
   4.5171400e+00	   5.2925700e+00	
   4.8527400e+00	   5.7304200e+00	
   5.2542600e+00	   6.1294900e+00	
   5.1845400e+00	   6.0569700e+00	
   5.6178800e+00	   6.5779100e+00	
   4.7987600e+00	   5.5234400e+00	
