   3.1579190e+00	   4.4792161e+01	   4.1820000e+00	   3.8068980e+00	   2.8475560e+00	   2.0932250e+00	  -2.3748780e+00	   5.4561070e+00	   3.9303200e+00	   4.5741980e+00	   5.0894790e+00	   6.1899111e+00	   5.0442188e+00	   6.0967497e+00	
   2.6746320e+00	   4.9336008e+01	   4.6860000e+00	   4.2801540e+00	   3.2670680e+00	   2.2106000e+00	  -2.9863840e+00	   6.0123960e+00	   4.3715600e+00	   5.1293440e+00	   5.5643120e+00	   6.8145208e+00	   5.5182064e+00	   6.6872616e+00	
   2.1913450e+00	   5.3883215e+01	   5.1910000e+00	   4.7543490e+00	   3.6873900e+00	   2.3274950e+00	  -3.5978900e+00	   6.5691150e+00	   4.8133400e+00	   5.6844900e+00	   6.0391450e+00	   7.4391305e+00	   5.9921940e+00	   7.2777735e+00	
   1.7080580e+00	   5.8430422e+01	   5.6960000e+00	   5.2285440e+00	   4.1077120e+00	   2.4443900e+00	  -4.2093960e+00	   7.1258340e+00	   5.2551200e+00	   6.2396360e+00	   6.5139780e+00	   8.0637402e+00	   6.4661816e+00	   7.8682854e+00	
   7.4148400e-01	   6.7538276e+01	   6.7100000e+00	   6.1806900e+00	   4.9515960e+00	   2.6762600e+00	  -5.4324080e+00	   8.2409920e+00	   6.1408400e+00	   7.3499280e+00	   7.4636440e+00	   9.3129596e+00	   7.4141568e+00	   9.0493092e+00	
  -2.2509000e-01	   7.6599090e+01	   7.7100000e+00	   7.1196900e+00	   5.7841400e+00	   2.9148500e+00	  -6.6554200e+00	   9.3501300e+00	   7.0190000e+00	   8.4602200e+00	   8.4133100e+00	   1.0562179e+01	   8.3621320e+00	   1.0230333e+01	
  -2.1582380e+00	   9.4821518e+01	   9.7400000e+00	   9.0258600e+00	   7.4735280e+00	   3.3776300e+00	  -9.1014440e+00	   1.1581306e+01	   8.7915200e+00	   1.0680804e+01	   1.0312642e+01	   1.3060618e+01	   1.0258082e+01	   1.2592381e+01	
  -3.1248120e+00	   1.0384873e+02	   1.0730000e+01	   9.9554700e+00	   8.2979720e+00	   3.6210200e+00	  -1.0324456e+01	   1.2686144e+01	   9.6642800e+00	   1.1791096e+01	   1.1262308e+01	   1.4309837e+01	   1.1206058e+01	   1.3773404e+01	
  -4.0913860e+00	   1.1301035e+02	   1.1760000e+01	   1.0922640e+01	   9.1548160e+00	   3.8452100e+00	  -1.1547468e+01	   1.3808182e+01	   1.0558640e+01	   1.2901388e+01	   1.2211974e+01	   1.5559057e+01	   1.2154033e+01	   1.4954428e+01	
   1.4643430e+00	   5.6232267e+01	   5.7250000e+00	   5.3650640e+00	   4.8118820e+00	  -1.4000500e-01	  -2.1176460e+00	   5.0749390e+00	   3.9639800e+00	   4.5720560e+00	   5.2166130e+00	   5.6017347e+00	   4.8099146e+00	   5.6722229e+00	
