   1.8886360e+00  -3.4996424e-01
   2.1396280e+00  -3.7385299e-01
   2.3911180e+00  -3.9778915e-01
   2.6426080e+00  -4.2172531e-01
   1.2780860e+00  -2.3595862e-01
   1.9907540e+00  -2.9513368e-01
   2.9210360e+00  -3.7695420e-01
   1.3280260e+00  -1.3628740e-01
   2.9232300e+00  -2.1308413e-01
   1.5055020e+00  -2.0585164e-01
   2.0664600e+00  -1.8311058e-01
  -9.7530000e-02   1.4915161e-03
   7.4540400e-01  -8.0992494e-02
   1.0876680e+00  -1.1425882e-01
   2.1658080e+00  -2.1788614e-01
  -6.5306200e-01  -2.2444589e-01
  -3.0616000e-01  -2.5976491e-01
   1.2425960e+00  -9.6660469e-02
   2.2311680e+00  -1.9162484e-01
   1.2950460e+00  -9.9342948e-02
   1.6018460e+00   2.7242351e-02
   2.3010840e+00  -4.8264129e-02
   3.8638200e+00   1.1166829e-01
   2.6289140e+00  -1.3671899e-01
   2.7745780e+00  -1.6520686e-01
   7.6298000e-01  -5.5310195e-02
   1.4369300e+00  -1.0825125e-01
   2.4513500e+00  -2.0576783e-01
   1.4052140e+00   5.7749134e-02
   1.8617580e+00   2.7031378e-02
   3.5074400e+00   7.5180051e-02
   1.8929360e+00   2.5723809e-02
   2.1315200e+00   3.7644326e-02
   2.1975200e+00  -1.6890298e-01
   3.0183140e+00  -2.4780661e-01
   1.7038160e+00  -1.2131507e-01
   1.2621840e+00  -1.3208847e-01
   1.5734260e+00  -5.9028343e-02
   2.0220360e+00  -1.0717033e-01
   1.9712020e+00  -1.0422456e-01
   2.5216960e+00  -1.5063332e-01
   3.2546680e+00  -2.3474729e-01
   3.7477800e+00  -2.8623409e-01
   1.3141720e+00  -1.3768423e-02
   1.3076240e+00  -1.3333230e-02
   1.3066840e+00  -3.6760118e-03
   1.3641120e+00  -6.0652030e-03
   1.2846000e+00  -1.0455207e-02
   2.1557480e+00  -1.8266644e-02
   2.1769300e+00   2.1036267e-03
   2.2257800e+00   1.3871365e-02
   2.5835740e+00  -3.4022763e-02
   3.8445400e+00  -1.6712392e-02
   1.9782860e+00   1.4526710e-02
   2.6483520e+00   2.2287311e-02
   2.6541260e+00   3.1765870e-02
   3.1754860e+00   5.8786045e-02
   3.8553800e+00   1.1175054e-01
   2.2323080e+00   4.5419878e-02
   3.2289660e+00   9.3958168e-02
   3.1826900e+00   1.3341107e-01
   2.5799120e+00   6.0227845e-02
   2.8986520e+00   2.5610208e-02
   3.1422400e+00   1.3040549e-01
   3.2636580e+00   6.6591022e-02
   3.3801280e+00   3.7329204e-02
   3.4926680e+00   5.3165265e-02
   3.9011560e+00   1.4052031e-01
   4.5971260e+00   3.0020012e-01
   5.3252280e+00   2.3481824e-01
   5.3536800e+00   2.4738260e-01
   4.2279400e+00   1.2269902e-01
   4.7610800e+00   7.0674909e-02
   4.5171400e+00   1.6408926e-01
   4.8527400e+00   2.2091983e-01
   5.2542600e+00   1.6412891e-01
   5.1845400e+00   1.7076468e-01
   5.6178800e+00   1.9971730e-01
   4.7987600e+00   7.5225373e-02
