   1.7094300e+00	   5.8422330e+01	   5.6960000e+00	   5.2285440e+00	   4.1076800e+00	   2.4433700e+00	  -4.2076600e+00	   7.1248700e+00	   5.2546400e+00	   6.2380600e+00	   6.5126300e+00	   8.0619670e+00	   6.4648360e+00	   7.8666090e+00	
   7.4217000e-01	   6.7534230e+01	   6.7100000e+00	   6.1806900e+00	   4.9515800e+00	   2.6757500e+00	  -5.4315400e+00	   8.2405100e+00	   6.1406000e+00	   7.3491400e+00	   7.4629700e+00	   9.3120730e+00	   7.4134840e+00	   9.0484710e+00	
  -2.2509000e-01	   7.6599090e+01	   7.7100000e+00	   7.1196900e+00	   5.7841400e+00	   2.9148500e+00	  -6.6554200e+00	   9.3501300e+00	   7.0190000e+00	   8.4602200e+00	   8.4133100e+00	   1.0562179e+01	   8.3621320e+00	   1.0230333e+01	
  -2.1596100e+00	   9.4829610e+01	   9.7400000e+00	   9.0258600e+00	   7.4735600e+00	   3.3786500e+00	  -9.1031800e+00	   1.1582270e+01	   8.7920000e+00	   1.0682380e+01	   1.0313990e+01	   1.3062391e+01	   1.0259428e+01	   1.2594057e+01	
  -3.1234400e+00	   1.0384064e+02	   1.0730000e+01	   9.9554700e+00	   8.2979400e+00	   3.6200000e+00	  -1.0322720e+01	   1.2685180e+01	   9.6638000e+00	   1.1789520e+01	   1.1260960e+01	   1.4308064e+01	   1.1204712e+01	   1.3771728e+01	
  -4.0907000e+00	   1.1300630e+02	   1.1760000e+01	   1.0922640e+01	   9.1548000e+00	   3.8447000e+00	  -1.1546600e+01	   1.3807700e+01	   1.0558400e+01	   1.2900600e+01	   1.2211300e+01	   1.5558170e+01	   1.2153360e+01	   1.4953590e+01	
  -2.4975500e+00	   8.7521290e+01	   8.1890000e+00	   8.2100410e+00	   8.1610900e+00	  -3.0504700e+00	  -2.8813000e+00	   5.1190200e+00	   4.5680600e+00	   5.4874000e+00	   5.6409500e+00	   5.3656450e+00	   6.4374700e+00	   6.5081950e+00	
  -1.3607500e+00	   8.1116010e+01	   8.6210000e+00	   8.3020890e+00	   7.8726100e+00	  -2.0986300e+00	  -3.3181000e+00	   6.0943800e+00	   5.3501400e+00	   5.7786000e+00	   6.1953500e+00	   6.2711650e+00	   6.2549100e+00	   6.7271550e+00	
  -2.1104100e+00	   8.6487350e+01	   8.9840000e+00	   8.6857860e+00	   8.3132000e+00	  -2.2101700e+00	  -3.8235800e+00	   6.3752900e+00	   5.5749600e+00	   6.2676800e+00	   6.5980900e+00	   6.6979910e+00	   6.7136780e+00	   7.2103770e+00	
  -2.7417000e+00	   9.3362240e+01	   1.0039000e+01	   9.6856710e+00	   9.2459900e+00	  -2.5271200e+00	  -4.3802000e+00	   7.0407700e+00	   6.2334600e+00	   6.7919000e+00	   7.0636000e+00	   7.2262700e+00	   7.1562500e+00	   7.7212500e+00	
  -3.3695600e+00	   1.0120138e+02	   1.1387000e+01	   1.0960683e+01	   1.0416030e+01	  -2.9872600e+00	  -4.9324800e+00	   7.8298300e+00	   7.0489800e+00	   7.3121800e+00	   7.5257400e+00	   7.7501160e+00	   7.5954580e+00	   8.2279320e+00	
  -1.6397200e+00	   8.2101870e+01	   8.2800000e+00	   8.0942800e+00	   7.8275200e+00	  -2.3565500e+00	  -3.0692600e+00	   5.6727900e+00	   4.9093000e+00	   5.6132600e+00	   5.9293300e+00	   5.9140370e+00	   6.1422010e+00	   6.6072290e+00	
  -1.8467000e+00	   8.6143100e+01	   9.3500000e+00	   9.0146900e+00	   8.5709000e+00	  -2.4691000e+00	  -3.5938000e+00	   6.4376000e+00	   5.7336000e+00	   6.0528000e+00	   6.4265000e+00	   6.4871500e+00	   6.5113800e+00	   6.9816500e+00	
  -2.6515600e+00	   8.8727360e+01	   8.8000000e+00	   8.5482200e+00	   8.2947600e+00	  -2.1838000e+00	  -4.0952800e+00	   6.2977200e+00	   5.4458000e+00	   6.5432800e+00	   6.8278400e+00	   6.8949760e+00	   6.9782080e+00	   7.4601920e+00	
  -3.3194700e+00	   9.5309370e+01	   9.4000000e+00	   9.2337700e+00	   9.0157200e+00	  -2.6639500e+00	  -4.2878600e+00	   6.4833900e+00	   5.6782000e+00	   6.7525600e+00	   6.8770300e+00	   6.9238970e+00	   7.3322260e+00	   7.7387590e+00	
  -4.2913700e+00	   1.0038179e+02	   9.3520000e+00	   9.2746680e+00	   9.2802400e+00	  -2.7860100e+00	  -4.7234600e+00	   6.4906500e+00	   5.4682800e+00	   7.2580600e+00	   7.2541300e+00	   7.3060970e+00	   7.5900260e+00	   8.2369790e+00	
  -3.4598500e+00	   9.7480650e+01	   1.0080000e+01	   9.8001200e+00	   9.5010000e+00	  -2.7743500e+00	  -4.6011000e+00	   6.9471500e+00	   6.1474000e+00	   7.0377000e+00	   7.2325500e+00	   7.3072350e+00	   7.4484000e+00	   7.9429250e+00	
  -3.3194700e+00	   9.5947770e+01	   9.5900000e+00	   9.4121800e+00	   9.1696200e+00	  -2.7551500e+00	  -4.2878600e+00	   6.5650900e+00	   5.7808000e+00	   6.7525600e+00	   6.8770300e+00	   6.9238970e+00	   7.3322260e+00	   7.7387590e+00	
  -3.4598500e+00	   9.7951050e+01	   1.0220000e+01	   9.9315800e+00	   9.6144000e+00	  -2.8415500e+00	  -4.6011000e+00	   7.0073500e+00	   6.2230000e+00	   7.0377000e+00	   7.2325500e+00	   7.3072350e+00	   7.4484000e+00	   7.9429250e+00	
  -3.4598500e+00	   9.7077450e+01	   9.9600000e+00	   9.6874400e+00	   9.4038000e+00	  -2.7167500e+00	  -4.6011000e+00	   6.8955500e+00	   6.0826000e+00	   7.0377000e+00	   7.2325500e+00	   7.3072350e+00	   7.4484000e+00	   7.9429250e+00	
  -1.0339000e+00	   7.6399500e+01	   7.3500000e+00	   7.4892400e+00	   7.6815000e+00	  -3.6819000e+00	  -9.9080000e-01	   3.9948000e+00	   3.1392000e+00	   4.0087000e+00	   4.2145000e+00	   3.8294600e+00	   4.1672000e+00	   5.0918400e+00	
  -1.4067240e+00	   7.9014200e+01	   7.4700000e+00	   8.0951400e+00	   8.3971000e+00	  -4.6742000e+00	  -4.8442400e-01	   3.6735000e+00	   2.8058000e+00	   3.7207000e+00	   3.8626000e+00	   2.8957700e+00	   3.4897500e+00	   4.3386700e+00	
  -1.1963000e+00	   7.8329200e+01	   7.5900000e+00	   7.7804600e+00	   8.0235000e+00	  -4.1088000e+00	  -7.8980000e-01	   3.8817000e+00	   3.0902000e+00	   3.8651000e+00	   4.0264000e+00	   3.5540300e+00	   4.0615500e+00	   4.9574500e+00	
  -2.0969900e+00	   8.2210030e+01	   8.2340000e+00	   8.0586060e+00	   8.1983800e+00	  -2.8433700e+00	  -2.8756200e+00	   5.4809500e+00	   4.1185600e+00	   5.7654200e+00	   6.1046100e+00	   6.0752490e+00	   4.9948320e+00	   6.6234230e+00	
  -2.4641900e+00	   8.6152490e+01	   8.6900000e+00	   8.4465400e+00	   8.4225400e+00	  -2.4599500e+00	  -3.6556200e+00	   6.1395300e+00	   4.7944000e+00	   6.3805200e+00	   6.6731100e+00	   6.8101890e+00	   5.8096020e+00	   7.2734830e+00	
  -3.3573960e+00	   9.7944900e+01	   9.7300000e+00	   9.7469500e+00	   9.4717000e+00	  -2.6529000e+00	  -4.4384960e+00	   6.9966000e+00	   5.8694000e+00	   7.1228000e+00	   7.1341000e+00	   7.2145700e+00	   7.1955000e+00	   7.9811100e+00	
   1.1508200e+00	   5.9264540e+01	   5.9260000e+00	   5.6906340e+00	   5.2269400e+00	  -9.5938000e-01	  -1.6360400e+00	   4.5820400e+00	   3.8244400e+00	   4.1388400e+00	   4.7300200e+00	   4.8162980e+00	   4.8396640e+00	   5.2272060e+00	
   1.4640000e+00	   5.6234290e+01	   5.7250000e+00	   5.3650640e+00	   4.8118900e+00	  -1.3975000e-01	  -2.1180800e+00	   5.0751800e+00	   3.9641000e+00	   4.5724500e+00	   5.2169500e+00	   5.6021780e+00	   4.8102510e+00	   5.6726420e+00	
   1.0144200e+00	   6.0929540e+01	   6.1710000e+00	   5.9502290e+00	   5.4937900e+00	  -1.2011800e+00	  -1.6008400e+00	   4.6027900e+00	   3.8979400e+00	   4.1194400e+00	   4.6890200e+00	   4.7326180e+00	   4.8607640e+00	   5.2068860e+00	
   4.9427000e-01	   6.3497550e+01	   6.3070000e+00	   6.0791230e+00	   5.7207500e+00	  -1.3842100e+00	  -1.8313400e+00	   4.6046200e+00	   3.9153800e+00	   4.3646400e+00	   4.9563700e+00	   4.9061630e+00	   5.0318940e+00	   5.3568610e+00	
   8.9870000e-02	   6.9844730e+01	   7.6400000e+00	   7.3468300e+00	   6.9430800e+00	  -1.9645500e+00	  -2.1131400e+00	   5.3371100e+00	   4.4860000e+00	   4.7260400e+00	   5.2520700e+00	   5.3109330e+00	   4.9395240e+00	   5.7254310e+00	
  -4.0814760e+00	   1.0297650e+02	   9.8800000e+00	   9.8428800e+00	   9.5802000e+00	  -2.5079000e+00	  -5.0397760e+00	   7.1657000e+00	   6.1242000e+00	   7.5178000e+00	   7.3853000e+00	   7.6360300e+00	   8.0512400e+00	   8.6032500e+00	
